algorithm,n,seed,comparison_count,degree_gini,degree_p80_fraction,degree_normalized_entropy,maximum_degree_share,strength_gini,strength_p80_fraction,strength_normalized_entropy,maximum_strength_share,progress_fraction
quick-multipivot-1,256,167,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.055724858511101434
quick-multipivot-1,256,167,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.11144971702220287
quick-multipivot-1,256,167,512,0.6771163940429688,0.2890625,0.7404036143846405,0.2490234375,0.6771163940429688,0.2890625,0.7404036143846405,0.2490234375,0.22289943404440574
quick-multipivot-1,256,167,1024,0.5462150573730469,0.51171875,0.8026727600716328,0.12451171875,0.5462150573730469,0.51171875,0.8026727600716328,0.12451171875,0.4457988680888115
quick-multipivot-1,256,167,2048,0.480316162109375,0.53125,0.8870598231405123,0.062255859375,0.480316162109375,0.53125,0.8870598231405123,0.062255859375,0.891597736177623
quick-multipivot-1,256,167,2297,0.4211556513931214,0.5859375,0.908651498735238,0.05550718328254245,0.4211556513931214,0.5859375,0.908651498735238,0.05550718328254245,1.0
quick-multipivot-1,256,168,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.0004977600796416127
quick-multipivot-1,256,168,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0009955201592832255
quick-multipivot-1,256,168,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.001991040318566451
quick-multipivot-1,256,168,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.003982080637132902
quick-multipivot-1,256,168,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.007964161274265804
quick-multipivot-1,256,168,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.015928322548531607
quick-multipivot-1,256,168,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.031856645097063215
quick-multipivot-1,256,168,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.06371329019412643
quick-multipivot-1,256,168,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.12742658038825286
quick-multipivot-1,256,168,512,0.667816162109375,0.2890625,0.7256377449429305,0.2490234375,0.667816162109375,0.2890625,0.7256377449429305,0.2490234375,0.2548531607765057
quick-multipivot-1,256,168,1024,0.6126937866210938,0.3359375,0.8279486840276379,0.12451171875,0.6126937866210938,0.3359375,0.8279486840276379,0.12451171875,0.5097063215530114
quick-multipivot-1,256,168,2009,0.38712512444002,0.609375,0.9258714123121602,0.06346441015430562,0.38712512444002,0.609375,0.9258714123121602,0.06346441015430562,1.0
quick-multipivot-1,256,169,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.00044169611307420494
quick-multipivot-1,256,169,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0008833922261484099
quick-multipivot-1,256,169,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0017667844522968198
quick-multipivot-1,256,169,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.0035335689045936395
quick-multipivot-1,256,169,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.007067137809187279
quick-multipivot-1,256,169,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.014134275618374558
quick-multipivot-1,256,169,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.028268551236749116
quick-multipivot-1,256,169,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.05653710247349823
quick-multipivot-1,256,169,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.11307420494699646
quick-multipivot-1,256,169,512,0.5461654663085938,0.546875,0.7028306473133432,0.2490234375,0.5461654663085938,0.546875,0.7028306473133432,0.2490234375,0.22614840989399293
quick-multipivot-1,256,169,1024,0.5492515563964844,0.515625,0.7654075905119228,0.12451171875,0.5492515563964844,0.515625,0.7654075905119228,0.12451171875,0.45229681978798586
quick-multipivot-1,256,169,2048,0.5095653533935547,0.50390625,0.8787694092836204,0.062255859375,0.5095653533935547,0.50390625,0.8787694092836204,0.062255859375,0.9045936395759717
quick-multipivot-1,256,169,2264,0.42011684242491176,0.58984375,0.9062394248211368,0.05631625441696113,0.42011684242491176,0.58984375,0.9062394248211368,0.05631625441696113,1.0
quick-multipivot-1,256,170,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.0004338394793926247
quick-multipivot-1,256,170,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0008676789587852494
quick-multipivot-1,256,170,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0017353579175704988
quick-multipivot-1,256,170,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.0034707158351409977
quick-multipivot-1,256,170,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.006941431670281995
quick-multipivot-1,256,170,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.01388286334056399
quick-multipivot-1,256,170,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.02776572668112798
quick-multipivot-1,256,170,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.05553145336225596
quick-multipivot-1,256,170,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.11106290672451193
quick-multipivot-1,256,170,512,0.495819091796875,0.6015625,0.6926733206185743,0.2490234375,0.495819091796875,0.6015625,0.6926733206185743,0.2490234375,0.22212581344902385
quick-multipivot-1,256,170,1024,0.6351165771484375,0.32421875,0.7960425099366224,0.12451171875,0.6351165771484375,0.32421875,0.7960425099366224,0.12451171875,0.4442516268980477
quick-multipivot-1,256,170,2048,0.4673480987548828,0.53515625,0.8996544436302965,0.062255859375,0.4673480987548828,0.53515625,0.8996544436302965,0.062255859375,0.8885032537960954
quick-multipivot-1,256,170,2305,0.3970698888286335,0.609375,0.9208172381151939,0.055314533622559656,0.3970698888286335,0.609375,0.9208172381151939,0.055314533622559656,1.0
quick-multipivot-1,256,171,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.00047080979284369113
quick-multipivot-1,256,171,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0009416195856873823
quick-multipivot-1,256,171,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0018832391713747645
quick-multipivot-1,256,171,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.003766478342749529
quick-multipivot-1,256,171,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.007532956685499058
quick-multipivot-1,256,171,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.015065913370998116
quick-multipivot-1,256,171,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.030131826741996232
quick-multipivot-1,256,171,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.060263653483992465
quick-multipivot-1,256,171,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.12052730696798493
quick-multipivot-1,256,171,512,0.6709671020507812,0.24609375,0.7523290963649972,0.2490234375,0.6709671020507812,0.24609375,0.7523290963649972,0.2490234375,0.24105461393596986
quick-multipivot-1,256,171,1024,0.5726852416992188,0.44921875,0.8130288599597556,0.12451171875,0.5726852416992188,0.44921875,0.8130288599597556,0.12451171875,0.4821092278719397
quick-multipivot-1,256,171,2048,0.44082069396972656,0.5546875,0.9148291895472628,0.062255859375,0.44082069396972656,0.5546875,0.9148291895472628,0.062255859375,0.9642184557438794
quick-multipivot-1,256,171,2124,0.4101102724811676,0.5859375,0.9223110025597594,0.06002824858757062,0.4101102724811676,0.5859375,0.9223110025597594,0.06002824858757062,1.0
quick-multipivot-1,256,172,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.0004909180166912126
quick-multipivot-1,256,172,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0009818360333824251
quick-multipivot-1,256,172,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0019636720667648502
quick-multipivot-1,256,172,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.0039273441335297005
quick-multipivot-1,256,172,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.007854688267059401
quick-multipivot-1,256,172,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.015709376534118802
quick-multipivot-1,256,172,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.031418753068237604
quick-multipivot-1,256,172,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.06283750613647521
quick-multipivot-1,256,172,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.12567501227295041
quick-multipivot-1,256,172,512,0.6790771484375,0.2421875,0.7395989855148788,0.2490234375,0.6790771484375,0.2421875,0.7395989855148788,0.2490234375,0.25135002454590083
quick-multipivot-1,256,172,1024,0.5905876159667969,0.36328125,0.8360258232186836,0.12451171875,0.5905876159667969,0.36328125,0.8360258232186836,0.12451171875,0.5027000490918017
quick-multipivot-1,256,172,2037,0.3807644513991164,0.6171875,0.9266547727474327,0.0625920471281296,0.3807644513991164,0.6171875,0.9266547727474327,0.0625920471281296,1.0
quick-multipivot-1,256,173,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.0004314063848144953
quick-multipivot-1,256,173,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0008628127696289905
quick-multipivot-1,256,173,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.001725625539257981
quick-multipivot-1,256,173,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.003451251078515962
quick-multipivot-1,256,173,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.006902502157031924
quick-multipivot-1,256,173,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.013805004314063849
quick-multipivot-1,256,173,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.027610008628127698
quick-multipivot-1,256,173,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.055220017256255395
quick-multipivot-1,256,173,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.11044003451251079
quick-multipivot-1,256,173,512,0.5244216918945312,0.5703125,0.6951356418547494,0.2490234375,0.5244216918945312,0.5703125,0.6951356418547494,0.2490234375,0.22088006902502158
quick-multipivot-1,256,173,1024,0.6099739074707031,0.38671875,0.8063735983361714,0.12451171875,0.6099739074707031,0.38671875,0.8063735983361714,0.12451171875,0.44176013805004316
quick-multipivot-1,256,173,2048,0.5012702941894531,0.5,0.8920604186559624,0.062255859375,0.5012702941894531,0.5,0.8920604186559624,0.062255859375,0.8835202761000863
quick-multipivot-1,256,173,2318,0.41330753882657456,0.58984375,0.9185624250495866,0.05500431406384815,0.41330753882657456,0.58984375,0.9185624250495866,0.05500431406384815,1.0
quick-multipivot-1,256,174,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.0004679457182966776
quick-multipivot-1,256,174,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0009358914365933552
quick-multipivot-1,256,174,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0018717828731867104
quick-multipivot-1,256,174,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.003743565746373421
quick-multipivot-1,256,174,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.007487131492746842
quick-multipivot-1,256,174,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.014974262985493684
quick-multipivot-1,256,174,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.029948525970987367
quick-multipivot-1,256,174,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.059897051941974734
quick-multipivot-1,256,174,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.11979410388394947
quick-multipivot-1,256,174,512,0.6895751953125,0.2421875,0.7237439489231493,0.2490234375,0.6895751953125,0.2421875,0.7237439489231493,0.2490234375,0.23958820776789894
quick-multipivot-1,256,174,1024,0.5989646911621094,0.35546875,0.8354768130092819,0.12451171875,0.5989646911621094,0.35546875,0.8354768130092819,0.12451171875,0.4791764155357979
quick-multipivot-1,256,174,2048,0.40993309020996094,0.58203125,0.9192789439274934,0.062255859375,0.40993309020996094,0.58203125,0.9192789439274934,0.062255859375,0.9583528310715957
quick-multipivot-1,256,174,2137,0.3912976719700514,0.6015625,0.9252360478591144,0.05966307908282639,0.3912976719700514,0.6015625,0.9252360478591144,0.05966307908282639,1.0
quick-multipivot-1,256,175,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.0004868549172346641
quick-multipivot-1,256,175,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0009737098344693282
quick-multipivot-1,256,175,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0019474196689386564
quick-multipivot-1,256,175,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.0038948393378773127
quick-multipivot-1,256,175,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.007789678675754625
quick-multipivot-1,256,175,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.01557935735150925
quick-multipivot-1,256,175,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.0311587147030185
quick-multipivot-1,256,175,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.062317429406037
quick-multipivot-1,256,175,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.124634858812074
quick-multipivot-1,256,175,512,0.6747207641601562,0.2109375,0.7466114220707242,0.2490234375,0.6747207641601562,0.2109375,0.7466114220707242,0.2490234375,0.249269717624148
quick-multipivot-1,256,175,1024,0.5783920288085938,0.42578125,0.8183701219341599,0.12451171875,0.5783920288085938,0.42578125,0.8183701219341599,0.12451171875,0.498539435248296
quick-multipivot-1,256,175,2048,0.3903675079345703,0.60546875,0.9235038293349423,0.062255859375,0.3903675079345703,0.60546875,0.9235038293349423,0.062255859375,0.997078870496592
quick-multipivot-1,256,175,2054,0.3882078414070107,0.609375,0.9240048735413381,0.06207400194741967,0.3882078414070107,0.609375,0.9240048735413381,0.06207400194741967,1.0
quick-multipivot-1,256,176,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.0005012531328320802
quick-multipivot-1,256,176,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0010025062656641604
quick-multipivot-1,256,176,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0020050125313283208
quick-multipivot-1,256,176,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.0040100250626566416
quick-multipivot-1,256,176,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.008020050125313283
quick-multipivot-1,256,176,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.016040100250626566
quick-multipivot-1,256,176,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.03208020050125313
quick-multipivot-1,256,176,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.06416040100250626
quick-multipivot-1,256,176,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.12832080200501253
quick-multipivot-1,256,176,512,0.623870849609375,0.4140625,0.7142470187913976,0.2490234375,0.623870849609375,0.4140625,0.7142470187913976,0.2490234375,0.25664160401002506
quick-multipivot-1,256,176,1024,0.6588554382324219,0.3125,0.8132656390771357,0.12451171875,0.6588554382324219,0.3125,0.8132656390771357,0.12451171875,0.5132832080200501
quick-multipivot-1,256,176,1995,0.3880090852130327,0.60546875,0.9292738550346529,0.06390977443609022,0.3880090852130327,0.60546875,0.9292738550346529,0.06390977443609022,1.0
quick-multipivot-1,256,177,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.0005221932114882506
quick-multipivot-1,256,177,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0010443864229765013
quick-multipivot-1,256,177,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0020887728459530026
quick-multipivot-1,256,177,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.004177545691906005
quick-multipivot-1,256,177,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.00835509138381201
quick-multipivot-1,256,177,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.01671018276762402
quick-multipivot-1,256,177,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.03342036553524804
quick-multipivot-1,256,177,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.06684073107049608
quick-multipivot-1,256,177,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.13368146214099216
quick-multipivot-1,256,177,512,0.6186294555664062,0.41796875,0.7121733882737347,0.2490234375,0.6186294555664062,0.41796875,0.7121733882737347,0.2490234375,0.2673629242819843
quick-multipivot-1,256,177,1024,0.6551704406738281,0.31640625,0.8166550120489584,0.12451171875,0.6551704406738281,0.31640625,0.8166550120489584,0.12451171875,0.5347258485639687
quick-multipivot-1,256,177,1915,0.38654332571801575,0.60546875,0.9290453312375675,0.06657963446475196,0.38654332571801575,0.60546875,0.9290453312375675,0.06657963446475196,1.0
quick-multipivot-1,256,178,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.0004551661356395084
quick-multipivot-1,256,178,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0009103322712790169
quick-multipivot-1,256,178,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0018206645425580337
quick-multipivot-1,256,178,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.0036413290851160674
quick-multipivot-1,256,178,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.007282658170232135
quick-multipivot-1,256,178,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.01456531634046427
quick-multipivot-1,256,178,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.02913063268092854
quick-multipivot-1,256,178,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.05826126536185708
quick-multipivot-1,256,178,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.11652253072371416
quick-multipivot-1,256,178,512,0.5371780395507812,0.5546875,0.6975613322286064,0.2490234375,0.5371780395507812,0.5546875,0.6975613322286064,0.2490234375,0.23304506144742831
quick-multipivot-1,256,178,1024,0.6299591064453125,0.39453125,0.7851833936199323,0.12451171875,0.6299591064453125,0.39453125,0.7851833936199323,0.12451171875,0.46609012289485663
quick-multipivot-1,256,178,2048,0.4579200744628906,0.54296875,0.9053517770845394,0.062255859375,0.4579200744628906,0.54296875,0.9053517770845394,0.062255859375,0.9321802457897133
quick-multipivot-1,256,178,2197,0.38827804961310886,0.609375,0.9240205413408605,0.058033682294037325,0.38827804961310886,0.609375,0.9240205413408605,0.058033682294037325,1.0
quick-multipivot-1,256,179,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.0004329004329004329
quick-multipivot-1,256,179,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0008658008658008658
quick-multipivot-1,256,179,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0017316017316017316
quick-multipivot-1,256,179,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.003463203463203463
quick-multipivot-1,256,179,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.006926406926406926
quick-multipivot-1,256,179,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.013852813852813853
quick-multipivot-1,256,179,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.027705627705627706
quick-multipivot-1,256,179,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.05541125541125541
quick-multipivot-1,256,179,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.11082251082251082
quick-multipivot-1,256,179,512,0.5402145385742188,0.55078125,0.6980945291677284,0.2490234375,0.5402145385742188,0.55078125,0.6980945291677284,0.2490234375,0.22164502164502164
quick-multipivot-1,256,179,1024,0.5979461669921875,0.44140625,0.7742870227685777,0.12451171875,0.5979461669921875,0.44140625,0.7742870227685777,0.12451171875,0.4432900432900433
quick-multipivot-1,256,179,2048,0.5034694671630859,0.50390625,0.8869994279705009,0.062255859375,0.5034694671630859,0.50390625,0.8869994279705009,0.062255859375,0.8865800865800866
quick-multipivot-1,256,179,2310,0.407802353896104,0.58984375,0.9171339913293226,0.05519480519480519,0.407802353896104,0.58984375,0.9171339913293226,0.05519480519480519,1.0
quick-multipivot-1,256,180,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.0004666355576294914
quick-multipivot-1,256,180,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0009332711152589828
quick-multipivot-1,256,180,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0018665422305179655
quick-multipivot-1,256,180,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.003733084461035931
quick-multipivot-1,256,180,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.007466168922071862
quick-multipivot-1,256,180,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.014932337844143724
quick-multipivot-1,256,180,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.029864675688287448
quick-multipivot-1,256,180,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.059729351376574896
quick-multipivot-1,256,180,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.11945870275314979
quick-multipivot-1,256,180,512,0.5558242797851562,0.53125,0.7005984935249446,0.2490234375,0.5558242797851562,0.53125,0.7005984935249446,0.2490234375,0.23891740550629958
quick-multipivot-1,256,180,1024,0.6534614562988281,0.3125,0.8005183722746655,0.12451171875,0.6534614562988281,0.3125,0.8005183722746655,0.12451171875,0.47783481101259917
quick-multipivot-1,256,180,2048,0.4545917510986328,0.546875,0.9068036030868273,0.062255859375,0.4545917510986328,0.546875,0.9068036030868273,0.062255859375,0.9556696220251983
quick-multipivot-1,256,180,2143,0.4060093910405973,0.59375,0.9194164886808159,0.05949603359776015,0.4060093910405973,0.59375,0.9194164886808159,0.05949603359776015,1.0
quick-multipivot-1,256,181,1,0.9921875,0.0078125,0.125,0.5,0.9921875,0.0078125,0.125,0.5,0.00047460844803037496
quick-multipivot-1,256,181,2,0.990234375,0.01171875,0.1875,0.5,0.990234375,0.01171875,0.1875,0.5,0.0009492168960607499
quick-multipivot-1,256,181,4,0.986328125,0.015625,0.25,0.5,0.986328125,0.015625,0.25,0.5,0.0018984337921214998
quick-multipivot-1,256,181,8,0.978515625,0.0234375,0.3125,0.5,0.978515625,0.0234375,0.3125,0.5,0.0037968675842429997
quick-multipivot-1,256,181,16,0.962890625,0.04296875,0.37500000000000006,0.5,0.962890625,0.04296875,0.37500000000000006,0.5,0.007593735168485999
quick-multipivot-1,256,181,32,0.931640625,0.08203125,0.43750000000000006,0.5,0.931640625,0.08203125,0.43750000000000006,0.5,0.015187470336971999
quick-multipivot-1,256,181,64,0.869140625,0.15625,0.5000000000000008,0.5,0.869140625,0.15625,0.5000000000000008,0.5,0.030374940673943997
quick-multipivot-1,256,181,128,0.744140625,0.3046875,0.5625000000000008,0.5,0.744140625,0.3046875,0.5625000000000008,0.5,0.060749881347887995
quick-multipivot-1,256,181,256,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.4980010986328125,0.6015625,0.6263280941408644,0.498046875,0.12149976269577599
quick-multipivot-1,256,181,512,0.6719284057617188,0.28515625,0.728570971507474,0.2490234375,0.6719284057617188,0.28515625,0.728570971507474,0.2490234375,0.24299952539155198
